Company Name,Tradestyle,Address Line 1,City,Province,Postal Code,Country,Phone,URL,Revenue (USD),Employees (Single Site),Employees (Blended Sites),Business Description,Ownership Type,Entity Type,Parent Company,Parent Country,Ultimate Parent Company,Ultimate Parent Country,D&B Hoovers Industry,NAICS 2012 Code,NAICS 2012 Description,Import/Export Status,Manufacturing Status
"Christian and Missionary Alliance In Canada, The",Bayridge Alliance Church,825 Gardiners Rd,Kingston,Ontario,K7M 7E6,Canada,613-389-9060,http://www.cmacan.org,,3,3,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media.",Private,Branch,"Christian and Missionary Alliance In Canada, The",Canada,"Christian and Missionary Alliance In Canada, The",Canada,Associations and Organizations,813110,Religious Organizations,,
"Christian and Missionary Alliance In Canada, The",Kingston Alliance Church,540 Palace Rd,Kingston,Ontario,K7L 4T7,Canada,613-546-2143,http://www.cmacan.org,,4,4,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media.",Private,Branch,"Christian and Missionary Alliance In Canada, The",Canada,"Christian and Missionary Alliance In Canada, The",Canada,Associations and Organizations,813110,Religious Organizations,,
Christian Horizons,,1274 Rockwood Dr,Kingston,Ontario,K7P 2M5,Canada,613-389-9020,http://www.christian-horizons.org,,8,8,"Christian Horizons is primarily engaged in the provision of residential social and personal care for children, the aged, and special categories of persons with some limits on ability for self-care, but where medical care is not a major element. Included are establishments providing 24-hour year-round care for children.",Private,Branch,Christian Horizons,Canada,Christian Horizons,Canada,Nursing and Residential Care,623220,Residential Mental Health and Substance Abuse Facilities,,
Christian Horizons,Horizon House Kingston 4,566 Armstrong Rd Suite 110,Kingston,Ontario,K7M 8M2,Canada,613-549-2796,http://www.christian-horizons.org,,10,10,"Christian Horizons is primarily engaged in the provision of residential social and personal care for children, the aged, and special categories of persons with some limits on ability for self-care, but where medical care is not a major element. Included are establishments providing 24-hour year-round care for children.",Private,Branch,Christian Horizons,Canada,Christian Horizons,Canada,Nursing and Residential Care,623990,Other Residential Care Facilities,,
Christie And Walther Communications Limited,,719 Fortune Cres,Kingston,Ontario,K7P 2T4,Canada,613-634-3636,http://www.cwcom.com,,5,5,"Christie And Walther Communications Limited is primarily engaged in providing two-way radiotelephone communications services, such as cellular telephone services. This also includes providing telephone paging and beeper services and those engaged in leasing telephone lines or other methods of telephone transmission, such as optical fiber lines and microwave or satellite facilities, and reselling the use of such methods to others.",Private,Branch,Christie And Walther Communications Limited,Canada,Christie And Walther Communications Limited,Canada,Wireless Telecommunications Carriers,517210,Wireless Telecommunications Carriers (except Satellite),,
Christie Hayne,,19 Karlee Crt,Kingston,Ontario,K7K 0C5,Canada,613-766-6208,,"110,038.23",1,1,"Christie Hayne is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Private,Independent,,,,,Consulting Services,541618,Other Management Consulting Services,,
Chritar Sales Inc,,59 Bath Rd,Kingston,Ontario,K7L 5G3,Canada,613-544-5058,,"110,038.23",1,1,"Chritar Sales Inc is primarily engaged in furnishing business consulting services, not elsewhere classified, on a contract or fee basis.",Private,Independent,,,,,Consulting Services,541618,Other Management Consulting Services,,
Chromium Express Corporation,,1044 Gardiners Rd,Kingston,Ontario,K7P 1R7,Canada,613-634-8881,,"190,066.04",1,1,"Chromium Express Corporation is primarily engaged in furnishing ""over-the-road"" trucking services or trucking services and storage services, including household goods either as common carriers or under special or individual contracts or agreements, for freight generally weighing more than 100 pounds. Such operations are principally outside a single municipality, outside one group of contiguous municipalities, or outside a single municipality and its suburban areas.",Private,Independent,,,,,Trucking,484121,"General Freight Trucking, Long-Distance, Truckload",,
Chuckles The Clown,Monica Snider,948 Milford Dr,Kingston,Ontario,K7P 1N6,Canada,613-384-2322,,"94,032.668",1,1,"Chuckles The Clown is primarily engaged in providing entertainment other than live theatrical presentations. These establishments include bands, orchestras, and entertainers.",Private,Independent,,,,,Performing Arts,711190,Other Performing Arts Companies,,
Chumleighs,,103 Princess St,Kingston,Ontario,K7L 1A8,Canada,613-531-3377,http://www.chumleighs.com,"690,239.79",7,7,"Chumleighs is primarily engaged in the retail sale of toys, games, and hobby and craft kits and supplies.",Private,Independent,,,,,Sporting Goods and Recreation Stores,451120,"Hobby, Toy, and Game Stores",,
Church Atheletic League Of Kingston,,42 Church St,Kingston,Ontario,K7M 1H3,Canada,613-542-1362,http://www.calkingston.com,"320,111.22",2,2,"Church Atheletic League Of Kingston is a membership organization, not elsewhere classified.",Nonprofit,Independent,,,,,Associations and Organizations,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",,
Church Book Room,,90 Johnson St,Kingston,Ontario,K7L 1X7,Canada,613-544-1013,http://www.bookmanager.com,"510,177.25",4,4,"Church Book Room is primarily engaged in the retail sale of specialized lines of merchandise, not elsewhere classified, such as artists' supplies; orthopedic and artificial limbs; rubber stamps; pets; religious goods; and monuments and tombstones.",Private,Independent,,,,,Miscellaneous Store Retailers,453998,All Other Miscellaneous Store Retailers (except Tobacco Stores),,
Church of Christ Limestone,,Gd Lcd Main,Kingston,Ontario,K7L 4V5,Canada,,,"840,291.92",10,10,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media.",Nonprofit,Independent,,,,,Associations and Organizations,813110,Religious Organizations,,
Church Of Christ Ministry.Ca,,15 First Ave,Kingston,Ontario,K7K 2G4,Canada,613-536-7008,,"84,029.19",1,1,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media.",Nonprofit,Independent,,,,,Associations and Organizations,813110,Religious Organizations,,
Church of Christ-Kingston,,446 College St,Kingston,Ontario,K7L 4M7,Canada,613-546-5409,,"84,029.19",1,1,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media.",Nonprofit,Independent,,,,,Associations and Organizations,813110,Religious Organizations,,
Church of Jesus Christ of Latter Day Saint,,2245 Battersea Rd,Glenburnie,Ontario,K0H 1S0,Canada,613-544-0221,http://www.deseretindustries.lds.org,"250,086.90",,,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media.",Nonprofit,Branch,Corporation of The Presiding Bishop of The Church of Jesus Christ of Latter-Day Saints,United States,Corporation of The President of The Church of Jesus Christ of Latter-Day Saints,United States,Associations and Organizations,813110,Religious Organizations,,
Church of the Good Shepherd,,46 Cowdy St,Kingston,Ontario,K7K 3V9,Canada,613-546-0141,http://www.goodshepherdstcatharines.ca,"250,086.90",3,3,"Establishments of religious organizations operated for worship, religious training or study, government or administration of an organized religion, or for promotion of religious activities. Other establishments maintained by religious organizations, such as educational institutions, hospitals, publishing houses, reading rooms, social services, and secondhand stores, are classified according to their primary activity. Also included in this industry are religious groups which reach the public through radio or television media.",Private,Independent,,,,,Associations and Organizations,813110,Religious Organizations,,
Ciao Bella,,216 Ontario St,Kingston,Ontario,K7L 2Z3,Canada,613-216-7000,,"27,009.385",1,1,"Ciao Bella is primarily engaged in furnishing beauty or hairdressing services. This industry also includes combination beauty and barber shops, as well as hairdressing shops serving both male and female clientele. Beauty and cosmetology schools are included in this industry.",Private,Independent,,,,,Personal Care Services,812112,Beauty Salons,,
CIBC World Markets Inc,Wood Gundy,366 King St E Suite 500,Kingston,Ontario,K7K 6Y3,Canada,613-531-5522,http://www.cibcwg.com,,29,29,CIBC World Markets Inc is primarily engaged in furnishing investment information and advice to companies and individuals concerning securities and commodities on a contract or fee basis.,Private,Branch,CIBC World Markets Inc,Canada,Canadian Imperial Bank Of Commerce,Canada,Investment Services,523930,Investment Advice,,
Cineplex Odeon Corporation,Cineplex Cinemas Gardiners Road,626 Gardiners Rd,Kingston,Ontario,K7M 3X9,Canada,613-634-0152,http://www.cineplex.com,,40,40,Cineplex Odeon Corporation is a commercially operated theater primarily engaged in the indoor exhibition of motion pictures.,Private,Branch,Cineplex Odeon Corporation,Canada,Cineplex Inc,Canada,Movies,512131,Motion Picture Theaters (except Drive-Ins),,
