Company Name,Address Line 1,Postal Code,Phone,URL,Revenue (USD),Business Description
R.G. Henderson & Son (Kingston) Limited,660 Justus Dr,K7M 4H4,613-384-1718,,1500521.3,R.G. Henderson & Son (Kingston) Limited is primarily engaged in providing testing services.
Totten Sims Hubicki Associates Ltd,654 Norris Crt,K7P 2R9,613-389-3703,,1500521.3,Totten Sims Hubicki Associates Ltd is primarily engaged in providing professional architectural services.
Association Canadienne-Francaise de L'Ontario Conseil Regionale Mille-Iles,760 Rte 15 Unit 11,K7L 5H6,613-546-7863,http://www.acfomi.org,1500521.3,Association Canadienne-Francaise de L'Ontario Conseil Regionale Mille-Iles is primarily engaged in community improvement and social change. Organizations primarily engaged in soliciting contributions on their own account and administering appropriations and allocating funds among other agencies engaged in social welfare services are also included.
CJM Property Management Limited,234 Concession St Suite 101,K7K 6W6,613-546-6277,http://www.cjmproperty.net,1500521.3,CJM Property Management Limited is primarily engaged in the operation of nonresidential buildings.
Boston Pizza,755 Gardiners Rd,K7M 3Y5,613-634-6670,http://www.bostonpizza.ca,1500521.3,Boston Pizza is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Minos Village Limited,2762 Princess St,K7P 2W6,613-384-2021,http://www.minos1.com,1500521.3,Minos Village Limited is primarily engaged in the retail sale of prepared food and drinks for on-premise or immediate consumption. Caterers and industrial and institutional food service establishments are also included in this industry.
Kingston City Police Association Inc,705 Division St,K7K 4C2,613-549-4660,http://www.kpf.ca,1500521.3,Kingston City Police Association Inc is an organization of workers for the improvement of wages and working conditions.
Frank the Mover Worldwide Ltd,60 Rigney St,K7K 6Z2,613-354-6063,http://www.franksworldwidemoving.com,1500521.3,"Frank the Mover Worldwide Ltd is primarily engaged in furnishing both trucking and storage services, including household goods, within a single municipality, contiguous municipalities, or a municipality and its suburban areas."
K-Town Physiotherapy,598 Cataraqui Woods Dr,K7P 1T8,613-634-5878,http://www.ktpt.ca,1500521.3,"K-Town Physiotherapy is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
"O'Connell, John Motor Sales Ltd",2263 Princess St,K7M 3G1,,,1500521.3,"O'Connell, John Motor Sales Ltd is primarily engaged in the retail sale of new automobiles or new and used automobiles. These establishments frequently maintain repair departments and carry stocks of replacement parts, tires, batteries, and automotive accessories. These establishments also frequently sell pickups and vans at retail."
Queen's University Engineering Society Services Incorporation,115 Barrack St,K7L 3N6,613-533-6008,http://www.campusbookstore.com,1500521.3,Queen's University Engineering Society Services Incorporation is primarily engaged in the retail sale of new books and magazines.
Prepco Kingston Cooperative Inc,21 Harvey St,K7K 5C1,613-549-8663,,1500521.3,"Prepco Kingston Cooperative Inc is primarily engaged in furnishing operating counsel and assistance to managements of private, nonprofit, and public organizations. These establishments generally perform a variety of activities, such as strategic and organizational planning; financial planning and budgeting; marketing objectives and policies; information systems planning, evaluation and selection; human resource policies and practices planning; and production scheduling and control planning."
"Mundell's, Mike Surf & Turf Stores Ltd",235 Gore Rd Suite 3,K7L 0C3,613-546-3293,http://www.funwithfish.com,1500521.3,"Mundell's, Mike Surf & Turf Stores Ltd is primarily engaged in the retail sale of fresh, frozen, or cured meats, fish, shellfish, and other seafoods.This also includes the retail sale, on a bulk basis, of meat for freezer storage and in providing home freezer plans. Meat markets may butcher animals on their own account, or they may buy from others."
Petro-Canada Princess St,2444 Princess St,K7M 3G4,613-547-3838,http://www.petro-canada.ca,1400486.6,"Petro-Canada Princess St is a special trade contractor primarily engaged in  the construction of water and sewer mains, pipelines, and communications and power lines."
King's Town School,66 Rideau St,K7K 2Z7,613-546-5123,http://www.kingstownschool.ca,1400486.6,"Elementary and secondary schools furnishing academic courses, ordinarily for kindergarten through grade 12. Included in this industry are parochial schools and military academies furnishing academic courses for kindergarten through grade 12, and secondary schools which furnish both academic and technical courses."
Rabbit Express Courier Service,993 Princess St,K7L 1H3,613-531-9525,,1400486.6,"Rabbit Express Courier Service is primarily engaged in furnishing business services, not elsewhere classified, such as bondspersons, drafting services, lecture bureaus, notaries public, sign painting, speakers' bureaus, water softening services, and auctioneering services, on a commission or fee basis."
"Canadian Society of Telehealth, The",4 Cataraqui St Suite 310,K7K 1Z7,,,1400486.6,"Canadian Society of Telehealth, The is an organization of  professional persons for the advancement of the interests of their profession."
Fort Glass (1996) Corporation,620 Mckay St,K7M 5V9,613-384-2535,,1400486.6,"Fort Glass (1996) Corporation is primarily engaged in selling primarily lumber, or lumber and a general line of building materials, to the general public. While these establishments may sell primarily to construction contractors, they are known as retail in the trade. The lumber which they sell may include rough and dressed lumber, flooring, molding, doors, sashes, frames, and other millwork. The building materials may include roofing, siding, shingles, wallboard, paint, brick, tile, cement, sand, gravel, and other building materials and supplies. Hardware is often an important line sold by retail lumber and building materials dealers."
"Kingston (AWARE) Committee for Action on Women's Addictions, Research & Addiction",180 Sydenham St,K7K 3M2,,,1400486.6,"Kingston (AWARE) Committee for Action on Women's Addictions, Research & Addiction is a membership organization, not elsewhere classified."
Luc's Orthotics Inc,3618 Genge Rd,K7P 2Z9,,,1400486.6,"Luc's Orthotics Inc is primarily engaged in manufacturing orthopedic, prosthetic, and surgical appliances and supplies, arch supports and other foot appliances; fracture appliances, elastic hosiery, abdominal supporters, braces, and trusses; bandages; surgical gauze and dressings; sutures; adhesive tapes and medicated plasters; and personal safety appliances and equipment."
920627 Ontario Limited,50 Princess St Suite 48,K7L 1A4,613-536-5313,http://www.fancythatgroup.ca,1400486.6,"920627 Ontario Limited is primarily engaged in the retail sale of a general line of women's ready-to-wear clothing. This also includes the specialized retail sale of women's coats, suits, and dresses."
Twin Tiers Incorporated,200 Binnington Crt Suite 100,K7M 8R6,613-549-4567,http://www.funeraltech.com,1400486.6,"Twin Tiers Incorporated is primarily engaged in providing computer programming services on a contract or fee basis. Establishments of this industry perform a variety of additional services, such as computer software design and analysis; modifications of custom software; and training in the use of custom software."
941052 Ontario Ltd,666 Collins Bay Rd,K7M 7E9,613-389-2227,http://www.collinsbayfleamarket.com,1400486.6,"941052 Ontario Ltd is a supermarket/grocery store, primarily engaged in the retail sale of all sorts of canned foods and dry goods, such as tea, coffee, spices, sugar, and flour; fresh fruits and vegetables; and fresh and prepared meats, fish, and poultry."
Beehler Brothers Electric Limited,1610 Highway 15,K7L 4V3,613-548-3044,,1400486.6,Beehler Brothers Electric Limited is a special trade contractor primarily engaged in  electrical work at the site.
Phase 2 Clothing Inc,353 Princess St,K7L 1B7,613-542-8755,http://www.phase2clothing.com,1400486.6,"Phase 2 Clothing Inc is primarily engaged in the retail sale of used merchandise, antiques, and secondhand goods, such as clothing and shoes; furniture; books and rare manuscripts; musical instruments; office furniture; phonographs and phonograph records; and store fixtures and equipment. This industry also includes pawnshops."
